Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
TRX,2018-06-05,0.0606142552,0.0595592948,0.0611829998,0.0568653233
TRX,2018-06-11,0.0481228179,0.0455994844,0.0481978861,0.0451545797
TRX,2018-06-12,0.0430471953,0.0485230649,0.0488595771,0.0430206333
TRX,2018-06-13,0.041861891,0.0430466078,0.044327631,0.0382557307
TRX,2018-06-14,0.044900636,0.0410789639,0.0458071961,0.0401322657
TRX,2018-06-15,0.0421881251,0.0452218501,0.0460501189,0.0421154558
TRX,2018-06-16,0.0435823542,0.0421881578,0.0436111112,0.0413483412
TRX,2018-06-17,0.0427550436,0.0430437452,0.0435682057,0.0423658489
TRX,2018-06-18,0.0450960419,0.0424235511,0.0455936092,0.0412020311
TRX,2018-06-19,0.0485769342,0.0451415879,0.0516642883,0.0445764436
TRX,2018-06-20,0.0481294819,0.0495209703,0.0495214126,0.0444077519
TRX,2018-06-21,0.0485721792,0.0487089602,0.0499568453,0.0469726651
TRX,2018-06-22,0.0433613588,0.0485560332,0.0488468727,0.0415095805
TRX,2018-06-23,0.0442896555,0.0429641148,0.0449620071,0.0421188835
TRX,2018-06-24,0.042002485,0.0443235139,0.0443469267,0.0382313136
TRX,2018-06-25,0.0419755914,0.0419745796,0.0429768487,0.0409808223
TRX,2018-06-26,0.0389616518,0.0422358387,0.0424496242,0.0387812906
TRX,2018-06-27,0.0391249778,0.0392122237,0.0400296201,0.0374977726
TRX,2018-06-28,0.0371461207,0.0391526665,0.0397817581,0.0368641913
TRX,2018-06-29,0.0373501257,0.0372656647,0.0373881328,0.0342878679
TRX,2018-06-30,0.0380981058,0.0373415559,0.0403149007,0.0365856432
TRX,2018-07-01,0.0378955881,0.0380195184,0.0387731449,0.036705978
TRX,2018-07-02,0.040051513,0.0378786887,0.0405468469,0.0367717842
TRX,2018-07-03,0.0389010664,0.0398045094,0.0411228605,0.0384643918
TRX,2018-07-04,0.0392370054,0.0388034802,0.0402522449,0.0373527811
TRX,2018-07-05,0.0376128055,0.0392377616,0.0399722602,0.0370999833
TRX,2018-07-07,0.0365624435,0.0368239,0.0373552897,0.0360251497
TRX,2018-07-08,0.0376893081,0.0365620407,0.0384929125,0.0363865234
TRX,2018-07-09,0.0361087559,0.0376893081,0.037705597,0.0360334291
TRX,2018-07-10,0.0346660387,0.0361086997,0.0364202888,0.0328929783
TRX,2018-07-11,0.0334562551,0.0335334327,0.0348386374,0.0327843591
TRX,2018-07-12,0.0316398847,0.033452995,0.0337288376,0.0314919755
TRX,2018-07-14,0.0334011341,0.0336494517,0.0339203398,0.0324994147
TRX,2018-07-15,0.0345935323,0.0334028087,0.0351195655,0.0331362893
TRX,2018-07-16,0.0368622522,0.0344666487,0.0372550829,0.0340857633
TRX,2018-07-17,0.0398682434,0.0368623383,0.0406477788,0.0359674688
TRX,2018-07-18,0.0397862713,0.0398695068,0.0432644357,0.0389453116
